doc_id,entity,document_type,document_topic,region,document_title,document_publishing_date,root_uri,document_uri,filename,document_download_date
0da1df136835bd58a21d422587ef4e4c,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"SERVIZIO DI RECUPERO E/O SMALTIMENTO E RELATIVO TRASPORTO A DESTINO IN AMBITO NAZIONALE E/O COMUNITARIO DEI RIFIUTI AVENTI CODICI CER 19.12.12 - CER 19.05.01 PROVENIENTI DA STABILIMENTI DI TRITOVAGLIATURA ED IMBALLAGGIO RIFIUTI DELLA REGIONE CAMPANIA
",2019-08-12,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=94040&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2019-08-20T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=DISCIPLINARE GARA.pdf*pdf*458897*A1D4C7986A1D4C1586CC2DC782501C03&FORMAT=I%2CN,DISCIPLINARE GARA.pdf,2023-07-08
25bf94ede2d57784666522b6829785bc,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"BANDO RETTIFICATO - PROCEDURA APERTA (art. 60 del d.lgs. n. 50/2016 e s.m.i.) PER L’AFFIDAMENTO DEI SERVIZI DI CONFERIMENTO E SELEZIONE DEI RIFIUTI DIFFERENZIATI RACCOLTI PRESSO IL COMUNE DI TORRE ANNUNZIATA SUDDIVISI PER MACRO TIPOLOGIE IN 4 LOTTI
",2021-06-09,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=144585&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2021-06-18T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=Disciplinare di gara UV - rev.2.pdf*pdf*513480*edb1bcd9596b4feeb_20210521131114075*SHA256*5D0555BE23044C084AE687FB6A7F5BF4E9857BE90081232E9B637C4CDDBB48EE*2021-05-21T15:11:16&FORMAT=I%2CN,Disciplinare di gara UV - rev.2.pdf,2023-07-08
2c2e7abd9f3b69ade6b424305bcb93c7,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"BANDO RETTIFICATO - Servizio di recupero e/o smaltimento e relativo trasporto a destino in ambito nazionale e/o comunitario dei rifiuti aventi codice CER 19.05.01provenienti dalla STIR di Battipaglia (SA)
",2020-06-17,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=124050&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2020-06-29T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=notice-1.pdf*pdf*114093*E2EF45DEC8B2482BA670005204E6C821*SHA256*5D8981EF679BA12B814C3316D0BA1242A7734D522D8E7B7636CB2B4F7BFBF50F&FORMAT=I%2CN,notice-1.pdf,2023-07-08
3283e11b6c3c640631d87227dc020e99,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"Procedura aperta, sopra soglia comunitaria, ex art. 35, 59 e 60 del D. Lgs. 50/2016, suddivisa in 2 lotti, per l’affidamento del servizio di rimozione, trasporto, smaltimento in ambito Comunitario nonché recupero energetico e/o di materia in ambito nazionale e Comunitario, di rifiuti stoccati in balle presso siti dedicati nel territorio della Regione Campania, ai sensi dell’art. 2, co. 7 del D.L. 25 novembre 2015, n. 185
",2021-08-02,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=153364&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2021-08-09T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=Disciplinare.pdf*pdf*355609*r8475e347069442f8_20210721093140791*SHA256*B5FDC5249C247E624BDAB203AE6D08C20CE3E2F1C9F259E5A554FA88C82FAA11*2021-07-21T11:31:43&FORMAT=I%2CN,Disciplinare.pdf,2023-07-08
4a7bf35ef82d16d5a3d532aa57067b68,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"BANDO RETTIFICATO - Servizio di recupero e/o smaltimento e relativo trasporto a destino in ambito nazionale e/o comunitario dei rifiuti aventi codice CER 19.05.01provenienti dalla STIR di Battipaglia (SA)
",2020-06-17,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=124050&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2020-06-29T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=Disciplinare Tecnico Umido Regione Campania corretto.pdf*pdf*251404*E98BAFCA052F433F8B7038BA076CEB7C*SHA256*F6B65AF5DA030D5F9B90351AE26FBD8F4301A586DD0411BFE9FEDA3F39827860&FORMAT=I%2CN,Disciplinare Tecnico Umido Regione Campania corretto.pdf,2023-07-08
5ca8695c70361032691f4cd3be335c49,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"BANDO RETTIFICATO - INTERVENTO di  rimozione e conferimento presso impianto autorizzato, previo caratterizzazione dei rifiuti presenti nell’area di proprietà DEMANIALE denominata “Salera” sita nel Comune di Torre Annunziata (Na) in Lungomare Oplonti -
",2021-06-12,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=144579&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2021-06-21T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=Disciplinare Rifiuti Salera.pdf*pdf*292940*r3e2bea63f664614a_20210510084934892*SHA256*E0DD487FB5ED699CA291DB109BFFFF366A3394F8FA1D96E854D44DB72A8F505A*2021-05-10T10:49:37&FORMAT=I%2CN,Disciplinare Rifiuti Salera.pdf,2023-07-08
88cd4ab12d20cfd81d52d47bf52b2753,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"Affidamento a mezzo di  Accordo quadro ai sensi dell'art. 54 del D.Lgs. 50/2016 e s.m.i.   dei servizi di bonifica e rimozione di materiali e rifiuti pericolosi e non, da aree di proprietà della Giunta Regionale della Campania
",2021-11-20,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=162175&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2021-11-29T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=DISCIPLINARE A.Q. Rifiuti 2021-2023.pdf*pdf*518354*r7c00389a07945bdb_20211026055241950*SHA256*B29813EA0EBA95228EDFE0C342C256F8F25EC6E7E9DB2FF4CD1DB6935449E271*2021-10-26T07:52:45&FORMAT=I%2CN,DISCIPLINARE A.Q. Rifiuti 2021-2023.pdf,2023-07-08
8ae33e995d21d3d649b623c1e69762d6,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"Servizio di rimozione e conferimento presso impianto autorizzato, previa caratterizzazione, dei rifiuti presenti nell’area di proprietà regionale, denominata “Ex Mercato Ortofrutticolo” sita nel Comune di Eboli (SA)
",2020-08-19,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=124948&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2020-08-28T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=Disciplinare gara 3101.pdf*pdf*355619*9077F43C0B0544228E931D00A9BB192*SHA256*AD8E1E1BAEE7919DE203BEEF52877FCE15443C0AA51F67BFA182512D91B8E492&FORMAT=I%2CN,Disciplinare gara 3101.pdf,2023-07-08
bd2b03d0764064f7e428a79e83c57aba,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,tender,garbage,campania,"SERVIZIO DI RECUPERO E/O SMALTIMENTO E RELATIVO TRASPORTO A DESTINO IN AMBITO NAZIONALE E/O COMUNITARIO DEI RIFIUTI AVENTI CODICI CER 19.12.12 - CER 19.05.01 PROVENIENTI DA STABILIMENTI DI TRITOVAGLIATURA ED IMBALLAGGIO RIFIUTI DELLA REGIONE CAMPANIA
",2019-08-12,https://pgt.regione.campania.it/portale/index.php/bandi?getdettaglio=yes&bando=94040&tipobando=Bando&RicQ=NO&VisQ=SI&tipoDoc=BANDO_GARA_PORTALE&xslt=XSLT_BANDO_GARA_PORTALE&scadenzaBando=2019-08-20T13:00:00&jk=,https://pgt.regione.campania.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&FIELD=Allegato&PATH=%2E%2E%2F&TECHVALUE=notice-GUCE.pdf*pdf*134061*4857F49246D5482FB0F6C2CEB59D3E01&FORMAT=I%2CN,notice-GUCE.pdf,2023-07-08
1720ca6b7a035f38bf8f53153a75f2ed,Regione Campania,accreditation,healthcare,campania,"Requisiti minimi strutturali, tecnologici e organizzativi per le strutture che erogano prestazioni di assistenza specialistica in regime ambulatoriale",2002-01-11,http://www.sito.regione.campania.it/burc/pdf02/burc02_02/indexburc02spec_02.htm,http://www.sito.regione.campania.it/burc/pdf02/burc02_02/SEZIONE%20A.pdf,SEZIONE A.pdf,2023-06-22
232a9823a4f02ccc15c707f96bd09941,Regione Campania,accreditation,healthcare,campania,Requisiti minimi strutturali tecnologici ed organizzativi specifici per le strutture che erogano prestazioni in regime di ricovero ospedaliero a ciclo continuativo e/o diurno,2002-01-11,http://www.sito.regione.campania.it/burc/pdf02/burc02_02/indexburc02spec_02.htm,http://www.sito.regione.campania.it/burc/pdf02/burc02_02/SEZIONE%20B%20.pdf,SEZIONE B .pdf,2023-06-22
305797092e4281c1efa5f3733a498f2f,Regione Campania,accreditation,healthcare,campania,"Regolamento recante la definizione dei requisiti ulteriori e le procedure per l'accreditamento istituzionale dei soggetti pubblici e privati che erogano attività di assistenza specialistica in regime ambulatoriale, in regime di ricovero ed in regime residenziale",2007-07-04,http://www.sito.regione.campania.it/burc/pdf07/burc38or_07/assistenza_specialistica/assistenza_specialistica_index.htm,http://www.sito.regione.campania.it/burc/pdf07/burc38or_07/assistenza_specialistica/Regolamento_assistenzaspecialistica.pdf,Regolamento_assistenzaspecialistica.pdf,2023-06-22
331292985303876d5d3fcaf70ceb6484,Regione Campania,accreditation,healthcare,campania,Integrazione requisiti per l’accreditamento istituzionale delle strutture pubbliche e private,2019-07-04,http://www.anisapcampania.it/index.php?option=com_content&view=article&id=1051&catid=20&Itemid=101,http://www.anisapcampania.it/attachments/article/1051/DCA___51COMPL_DECRETI_DEL_COMMISSARIO_AD_ACTA_%20(1).pdf,DCA___51COMPL_DECRETI_DEL_COMMISSARIO_AD_ACTA_ (1).pdf,2023-06-22
41db628abd963aaa1229025c8f6e6dab,Regione Campania,accreditation,healthcare,campania,Requisiti ulteriori specifici per l'accreditamento istituzionale,2023-04-04,http://www.aiopcampania.it/mostranews.asp?id=1680,http://www.aiopcampania.it/public/normativa/acd5892070304b86add15254276b8c1f.pdf,acd5892070304b86add15254276b8c1f.pdf,2023-06-22
949e2bb2e3a218ba530885cb09e58303,Regione Campania,accreditation,healthcare,campania,"Requisiti minimi strutturali, tecnologici e organizzativi specifici per le strutture che erogano prestazioni in regime residenziale e/o semiresidenziale",2002-01-11,http://www.sito.regione.campania.it/burc/pdf02/burc02_02/indexburc02spec_02.htm,http://www.sito.regione.campania.it/burc/pdf02/burc02_02/SEZIONEC.pdf,SEZIONEC.pdf,2023-06-22
9d5302d8ba446dae30c5130cc23b6d6a,Regione Campania,planning_acts,healthcare,campania,Piano triennale 2019-2021 di sviluppo e riqualificazione del servizio sanitario campano,2019-11-21,http://www.anisapcampania.it/index.php?option=com_content&view=article&id=1098:dca-n-6-2020-approvazione-del-piano-triennale-2019-2021-di-sviluppo-e-riqualificazione-del-ssr-modifiche-ed-integrazioni-al-piano-gia-approvato-con-dca-n-94-2019&catid=12:normative-e-sentenze&Itemid=101,http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=00122417&ATTACH_ID=183015,Allegato_183015.pdf,2023-06-19
67ff9697458d973ca788b82125e5834a,Regione Campania,public_holdings_rationalization,public_services,campania,Piano di razionalizzazione periodica delle partecipazioni societarie regionali,2022-12-23,http://www.sito.regione.campania.it/trasparenza/partecipate/Piano_revisione_straordinaria_index.asp,http://regione.campania.it/assets/documents/dpgrc-2022-162-allegato-2.pdf,dpgrc-2022-162-allegato-2.pdf,2023-07-08
7cccf543e378da385fb1f18fa56762b0,Comune di Salerno (SA),public_holdings_rationalization,public_services,campania,PIANO ORDINARIO DI REVISIONE DELLE PARTECIPAZIONI SOCIETARIE,2021-12-31,https://www.comune.salerno.it/node/24982,https://servizi.comune.salerno.it/web/servizi/storico-atti?p_p_id=detailscontroller_WAR_maggiolialbopretorioportlet&p_p_lifecycle=2&p_p_state=normal&p_p_mode=view&p_p_resource_id=downloadAllegato&p_p_cacheability=cacheLevelPage&p_p_col_id=column-2&p_p_col_count=1&_detailscontroller_WAR_maggiolialbopretorioportlet_targetId=2&_detailscontroller_WAR_maggiolialbopretorioportlet_backURL=https%3A%2F%2Fservizi.comune.salerno.it%2Fweb%2Fservizi%2Fstorico-atti%3Fp_p_id%3Ddetailscontroller_WAR_maggiolialbopretorioportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1%26_detailscontroller_WAR_maggiolialbopretorioportlet_isBackURL%3Dtrue%26_detailscontroller_WAR_maggiolialbopretorioportlet_targetId%3D2%26_detailscontroller_WAR_maggiolialbopretorioportlet_attoRegistro%3DENTRAMBI%26_detailscontroller_WAR_maggiolialbopretorioportlet_documentoId%3D106725%26_detailscontroller_WAR_maggiolialbopretorioportlet_profiloId%3D36%26p_r_p_564233524_menuItemId%3D36&_detailscontroller_WAR_maggiolialbopretorioportlet_serial=9239825&_detailscontroller_WAR_maggiolialbopretorioportlet_nome=PIANO+DI+RAZIONALIZZAZIONE.pdf,PIANO DI RAZIONALIZZAZIONE.pdf,2023-07-08
82b1cf1f776b7a90f0fc052ff3df8ea5,Comune di Monteforte Irpino (AV),public_holdings_rationalization,public_services,campania,Revisione Periodica delle Partecipazioni e Relazione sull'attuazione del piano di Razionalizzazione delle Partecipazioni,2021-12-29,https://www.comune.monteforteirpino.av.it/zf/index.php/trasparenza/index/index/categoria/112,https://www.comune.monteforteirpino.av.it/zf/index.php/trasparenza/index/visualizza-documento-generico/categoria/112/documento/872,DELIBERA C.C. 53 del 29.12.2021.pdf,2023-07-08
dd0df18e9ba98b45984b91ecbbdbb829,Provincia di Benevento (BN),public_holdings_rationalization,public_services,campania,Revisione periodica delle partecipazioni pubbliche,2021-01-01,https://www.provincia.benevento.it/amministrazione-trasparente/enti-controllati/provvedimenti/anni-precedenti,https://www.provincia.benevento.it/system/files/field/allegati/2021/01/0-all-1_SOC.-PARTECIPATE-PIANO-RAZ.-AGG.-DIC.-2020.pdf,0-all-1_SOC.-PARTECIPATE-PIANO-RAZ.-AGG.-DIC.-2020.pdf,2023-07-08
e0a7b48d73bd43f40ef439ec26692ea9,Comune di Nola (NA),public_holdings_rationalization,public_services,campania,Piano operativo di razionalizzazione delle società partecipate,2020-07-17,https://cloud.urbi.it/urbi/progs/urp/ur1UR033.sto?DB_NAME=n1231879&NodoSel=32,https://cloud.urbi.it/urbi/progs/urp/fecore01.sto?CPT=N&FileContesto=UR&SottoContesto=OpenData&SBUSTA=S&DB_NAME=n1231879&NDFH=68160&TDFH=OPEN1&PRFH=ALBERATURA&MPFH=1&FNFH=PIANO_RAZIONALIZZAZIONE_2018.PDF&AEFH=SDOEJNAUICAQKNUZUFEOQXJSRTOANSFV1HJSHKAYJXRSMCJGIQPGFABTN1MOY_I1231879H1231879,PIANO_RAZIONALIZZAZIONE_2018.PDF,2023-07-08
2f4c39c9fb796e5066ac28770c5724d6,Comune di Benevento (BN),service_charter,public_services,campania,Carta dei servizi della mobilità servizio trasporto pubblico,2020-06-23,https://web.comune.benevento.it/zf/index.php/trasparenza/index/index/categoria/127,https://web.comune.benevento.it/zf/index.php/trasparenza/index/visualizza-documento-generico/categoria/127/documento/269,CartaServiziTrasporti.pdf,2023-07-08
ea8718581e1555c618b171187c80bb62,Comune di Castellammare di Stabia (NA),service_charter,public_services,campania,Carta dei servizi socio-assistenziali comunali,2021-07-13,https://serviziweb.comunestabia.it/kweb/at/castellammaredistabia/5094-carta-dei-servizi-e-standard-di-qualita,https://serviziweb.comunestabia.it/kweb/edoc/1003/60ed5c3bb810a55aef978648,CARTA_DEI_SERVIZI_SOCIALI_N27_con_indice.pdf,2023-07-08
f1da627c6dd68ac79f820a656ba41284,Comune di Avellino (AV),service_charter,public_services,campania,Carta del servizio idrico integrato,2013-12-31,https://serviziweb.comune.avellino.it/kweb/at/avellino/section-5094,https://serviziweb.comune.avellino.it/kweb/edoc/1003/62aaee4da2c2166884f66766,Carta_dei_Servizi_-_Alto_Calore_Servizi_S.p.A....pdf,2023-07-08
f40554ee1ae3d5a445e593d229599454,Comune di Piano di Sorrento (NA),service_charter,public_services,campania,Carta dei Servizi del VI Settore Polizia Municipale,2021-02-17,https://pianodisorrento.trasparenza-valutazione-merito.it/web/trasparenza/dettaglio-trasparenza?p_p_id=jcitygovmenutrasversaleleftcolumn_WAR_jcitygovalbiportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-2&p_p_col_count=1&_jcitygovmenutrasversaleleftcolumn_WAR_jcitygovalbiportlet_current-page-parent=18256&_jcitygovmenutrasversaleleftcolumn_WAR_jcitygovalbiportlet_current-page=18257,https://pianodisorrento.trasparenza-valutazione-merito.it/web/trasparenza/papca-g?p_p_id=jcitygovalbopubblicazioni_WAR_jcitygovalbiportlet&p_p_lifecycle=2&p_p_state=pop_up&p_p_mode=view&p_p_resource_id=downloadAllegato&p_p_cacheability=cacheLevelPage&_jcitygovalbopubblicazioni_WAR_jcitygovalbiportlet_downloadSigned=true&_jcitygovalbopubblicazioni_WAR_jcitygovalbiportlet_id=2890085&_jcitygovalbopubblicazioni_WAR_jcitygovalbiportlet_action=mostraDettaglio&_jcitygovalbopubblicazioni_WAR_jcitygovalbiportlet_fromAction=recuperaDettaglio,Settore6-VigilanzaeSicurezza-CartadeiServizi2020.pdf,2023-07-08
1f838ab6f5bb1a18fb519cce92fa1679,Comune di Sermoneta (LT),service_charter,garbage,lazio,Carta dei servizi - Comune di Sermoneta,2020-01-01,https://www.trasparenzatari.it/trasparenzatari/?COMUNE=I634,https://www.trasparenzatari.it/trasparenzatari/ajax.php?P1X=QXJtTG1MdE01cmxta1ZWSHA2S0pvM0NSTk1UdVd1QnREL0V5emhGV3c3RGlMbDJpTE5PRG1SK2NUdzZQTkJYamNKR1V4V0RHek9aMVZJbk5LeWd0RWF5V0dLbVFHOWZPcHQxVU9DS2hSNnpMYlpIQTI0d2Y1bk5uMFVQMm1KbXI3WUYvL3NMNGlFMjNPTklxNnRZSkU4c2tIajhYamI1dlRrbXYxVFNPWWdvPQ==,Carta dei Servizi del Comune di Sermoneta_agg_2020.pdf,2023-06-14
396505aaf67c46b9ec1a6818d8fb9af6,Comune di Viterbo (VT),service_charter,garbage,lazio, Carta dei Servizi di Igiene Urbana - Comune di Viterbo,2020-12-01,https://comune.viterbo.it/raccoltadifferenziata/normativa/,https://comune.viterbo.it/wp-content/uploads/2022/04/APPALTO-PONTE-CARTA-DEI-SERVIZI-VITERBO.pdf,APPALTO-PONTE-CARTA-DEI-SERVIZI-VITERBO.pdf,2023-06-14
8c948eab10031c9db06ec613ccbfa7a0,Comune di Roma (RM),service_charter,garbage,lazio,Carta della qualità dei servizi - Comune di Roma,2018-01-01,https://www.comune.roma.it/web/it/scheda-servizi.page?contentId=INF373331,https://www.comune.roma.it/web-resources/cms/documents/CdS_AMA_2019_Carta_dei_Servizi.pdf,CdS_AMA_2019_Carta_dei_Servizi.pdf,2023-06-14
901e85b6d51b953f8653592b28baf255,Comune di Cottanello (RI),service_charter,garbage,lazio,"Carta della qualità dell’attività di gestione del servizio di raccolta e trasporto dei rifuti, (del servizio di lavaggio e pulizia delle strade) del comune di Cottanello",2022-12-01,https://saprodir.it/comune-di-cottanello-2/,https://saprodir.egroupadv.it/wp-content/uploads/2023/01/Carta-servizi-SAPRODIR-Cottanello.pdf,Carta-servizi-SAPRODIR-Cottanello.pdf,2023-06-14
729a753248a019f3a0de7c7cc43919c5,Giunta Regionale,tender,garbage,lazio,Gara comunitaria centralizzata a procedura aperta per l’affidamento del servizio di trasporto e conferimento ad impianti di smaltimento dei rifiuti speciali pericolosi e non pericolosi derivanti da attività sanitarie delle Aziende sanitarie della Regione Lazio,2022-11-29,https://centraleacquisti.regione.lazio.it/dettaglio-bando?id_doc=1303628&tipo_doc=BANDO_GARA_PORTALE,https://stella.regione.lazio.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&TECHVALUE=Bando GUUE.pdf*pdf*186433*r0b9b054a6934cd78_20221129100450021*SHA256*29E62CF874901161E39CC7D1A1CA6492772E4C1BF05313D2547E053572E5ADF6*2022-11-29T11:04:55,Bando GUUE.pdf,2023-06-14
8d6c6313a9858fe46e6b28c7255a3a44,ASL Roma 1,tender,garbage,lazio,"PROCEDURA APERTA PER L’AFFIDAMENTO DEL SERVIZIO Dl PRELIEVO, TRASPORTO E CONFERIMENTO AD IMPIANTI DI RIFIUTI INGOMBRANTI PER LA ASL ROMA 1",2022-07-26,https://centraleacquisti.regione.lazio.it/dettaglio-bando?id_doc=1100218&tipo_doc=BANDO_GARA_PORTALE,https://stella.regione.lazio.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&TECHVALUE=GUUE.pdf*pdf*103248*cb2086a537bb4321a_20220725163952678*SHA256*4FC36EEA0B2A30970AE825DC3A7E5603ACADB733E1CBA5C0BD3BBEF021C352D2*2022-07-25T18:39:53,GUUE.pdf,2023-06-14
9c7a958d41382243ff73f33cd8d2eb01,ASL Rieti,tender,garbage,lazio,"Procedura aperta comunitaria telematica, a lotto unico, ai sensi dell’art. 60 del decreto legislativo 18 aprile 2016 n. 50 e s.m.i., per l’affidamento del servizio di trasporto e conferimento ad impianti di smaltimento dei rifiuti speciali pericolosi e non pericolosi derivanti da attività sanitarie dell’Azienda Sanitaria Locale di Rieti.",2023-01-12,https://centraleacquisti.regione.lazio.it/dettaglio-bando?id_doc=1411841&tipo_doc=BANDO_GARA_PORTALE,https://stella.regione.lazio.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&TECHVALUE=ALL. 1 bando di gara.pdf*pdf*405924*r606785c655f41c0a_20230112144317241*SHA256*757071A1A1428F78CE9CE312C35058C5640D72A10B77A9C428B9FEDBC11AD5D3*2023-01-12T15:43:23,ALL. 1 bando di gara.pdf,2023-06-14
a3fc753c8a2330108756b0b7df48cec8,Giunta Regionale,tender,garbage,lazio,"Gara Comunitaria a procedura aperta svolta attraverso piattaforme telematiche di negoziazione ai sensi degli artt. 58 e 60 del d.lgs. 50/2016, finalizzata alla stipula di un accordo-quadro ex art. 54 comma 3 d.lgs n. 50/2016, per l’affidamento dei “servizi di rimozione dei rifiuti abbandonati, caratterizzazione, rimozione amianto e monitoraggio delle acque ad uso potabile, irriguo e domestico”, suddivisa in n. 9 lotti funzionali.",2022-07-21,https://centraleacquisti.regione.lazio.it/dettaglio-bando?id_doc=1082718&tipo_doc=BANDO_GARA_PORTALE,https://stella.regione.lazio.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&TECHVALUE=ENOTICES_n002rguq (external)-2022-111479-NF02-IT.pdf*pdf*212042*r577fc47d7a84febb_20220721092927601*SHA256*81E9F8971F53722597495BD4A1D24ED9268B877C88D467ABDB9DFCB95DEC5916*2022-07-21T11:29:28,ENOTICES_n002rguq (external)-2022-111479-NF02-IT.pdf,2023-06-14
b5272937ecfd148a60619130351f3acd,ASL Roma 1,tender,garbage,lazio,"PROCEDURA APERTA PER L’AFFIDAMENTO DEL SERVIZIO Dl PRELIEVO, TRASPORTO E CONFERIMENTO AD IMPIANTI DI RIFIUTI INGOMBRANTI PER LA ASL ROMA 1",2022-07-26,https://centraleacquisti.regione.lazio.it/dettaglio-bando?id_doc=1100218&tipo_doc=BANDO_GARA_PORTALE,https://stella.regione.lazio.it/application/CTL_Library/functions/field/DisplayAttach.ASP?OPERATION=DISPLAY&TECHVALUE=Bando GURI.revdoc.pdf*pdf*133654*r5cc01d1e9b64a248_20220725163910724*SHA256*8DD60E72973B8D0F323B870581FD5F68CE4AE39CA06C934BC81599E5BE0C8D8F*2022-07-25T18:39:11,Bando GURI.revdoc.pdf,2023-06-14
9f8d4ec7b121af7da261c95fddab5857,Regione Lazio,accreditation,healthcare,lazio,"Regolamento in materia di autorizzazione alla realizzazione, di attuazione all'esercizio e di accreditamento istituzionale di strutture sanitarie e socio-sanitarie",2019-11-06,https://www.regione.lazio.it/regolamenti-regionali-testo-coordinato/regolamento-regionale-6-novembre-2019-n-20/14052021,https://www.anaao.lazio.it/index.php/files/193/NOVEMBRE-2019/1104/Regolamento-20-2019.pdf,Regolamento 20 2019.pdf,2023-06-14
d4b9addca250f5eac44d42a131c67f29,Regione Lazio,accreditation,healthcare,lazio,Manuale di accreditamento in attuazione del Patto per la salute 2010-2012,2017-11-21,https://www.regione.lazio.it/enti/salute/autorizzazione-accreditamento-strutture-sanitarie-sociosanitarie,https://www.regione.lazio.it/sites/default/files/documentazione/SAN_DCA_U00469_07_11_2017.pdf,SAN_DCA_U00469_07_11_2017.pdf,2023-06-14
9283735ca71fe3d4f8046d2a3306f531,Regione Lazio,planning_acts,healthcare,lazio,"Piano di riorganizzazione, riqualificazione e sviluppo del Servizio Sanitario Regionale 2019-2021",2020-06-25,https://www.regione.lazio.it/imprese/salute/decreti-commissario-ad-acta?keyword=00081,https://www.regione.lazio.it/sites/default/files/decreti-commissario-ad-acta/SAN_DCA_U00081_25_06_2020.pdf,SAN_DCA_U00081_25_06_2020.pdf,2023-06-16
